"specification","term","legacy_estimate","legacy_std_error","legacy_conf_low","legacy_conf_high","legacy_p_value","legacy_nobs","market","group","legacy_fit_status","legacy_reason","refined_estimate","refined_std_error","refined_conf_low","refined_conf_high","refined_p_value","refined_nobs","refined_fit_status","refined_reason"
"did_trends_prior_extensive_salience_groups","near_bin",-0.0290098634224471,0.00563019307507477,-0.0400456573381951,-0.0179740695066991,2.59959020802257e-07,303478,"rentals","inland","available",NA,-0.024980409032769,0.00516505161218207,-0.0351043660938807,-0.0148564519716574,1.33222114369658e-06,367021,"available",NA
"did_trends_prior_extensive_salience_groups","near_bin:post",0.00230448706321632,0.00207504319863302,-0.00176282444831376,0.0063717985747464,0.266768524545682,303478,"rentals","inland","available",NA,0.000791376208489781,0.00189060939318331,-0.00291438507969916,0.00449713749667872,0.675525912339755,367021,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin",0.056654214049484,0.0300628225710201,-0.0022939225580166,0.115602350656985,0.0595996226213774,193843,"sales","bathing","available",NA,0.056654214049484,0.0300628225710201,-0.0022939225580166,0.115602350656985,0.0595996226213774,193843,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin:log_cumulative_articles",-0.00176323834732541,0.00200603681851254,-0.00569673900708533,0.00217026231243451,0.379496874848483,193843,"sales","bathing","available",NA,-0.00176323834732541,0.00200603681851254,-0.00569673900708533,0.00217026231243451,0.379496874848483,193843,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin",0.0246347654597426,0.019010593366366,-0.0126335038978996,0.0619030348173847,0.195083505911047,405237,"sales","coastal","available",NA,0.0846253022532833,0.0326299441981372,0.0206340973114444,0.148616507195122,0.00956829205277548,156294,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin:log_cumulative_articles",-0.00300224540067271,0.00136591961823884,-0.00567998718770582,-0.000324503613639604,0.0279929747940416,405237,"sales","coastal","available",NA,-0.0033045294795199,0.00236131670747249,-0.00793535264130412,0.00132629368226433,0.161830936015372,156294,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin",-0.0760007775188273,0.00728985920728984,-0.0902895417053719,-0.0617120133322828,2.21653553631841e-25,1351330,"sales","inland","available",NA,-0.0701373821576756,0.00690716314571046,-0.0836759104608213,-0.05659885385453,3.58062757097701e-24,1600327,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin:log_cumulative_articles",0.000378334437467838,0.000749382630164562,-0.00109052132276498,0.00184719019770066,0.613661924688885,1351330,"sales","inland","available",NA,-0.00011858577652855,0.000680681680030742,-0.00145277001340328,0.00121559846034618,0.861697140301726,1600327,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin",-0.0260412806939551,0.0192811167841419,-0.0638526748219351,0.0117701134340249,0.176961093178763,41966,"rentals","bathing","available",NA,-0.0260412806939551,0.0192811167841419,-0.0638526748219351,0.0117701134340249,0.176961093178763,41966,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin:log_cumulative_articles",0.00275834915276626,0.00180231041175594,-0.000776086641736846,0.00629278494726937,0.126050767142077,41966,"rentals","bathing","available",NA,0.00275834915276626,0.00180231041175594,-0.000776086641736846,0.00629278494726937,0.126050767142077,41966,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin",0.010787401511965,0.0141736495609342,-0.0169998021765653,0.0385746052004953,0.446643493543198,96700,"rentals","coastal","available",NA,0.0207096976087917,0.0294662139392751,-0.0370855188975763,0.0785049141151597,0.482261963888795,33248,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin:log_cumulative_articles",0.000102614181422639,0.00129011971277896,-0.00242664400909906,0.00263187237194434,0.936607796615166,96700,"rentals","coastal","available",NA,0.00127799503153826,0.00208045121045925,-0.00280261499821386,0.00535860506129038,0.539110300652675,33248,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin",-0.0368387547841811,0.00684312399538457,-0.05025202590046,-0.0234254836679022,7.41329737576576e-08,303478,"rentals","inland","available",NA,-0.0309285664787052,0.0062182977848115,-0.043116979004566,-0.0187401539528444,6.62233025451988e-07,367021,"available",NA
"did_articles_prior_extensive_salience_groups","near_bin:log_cumulative_articles",0.00184828848315007,0.000796158604760901,0.000287730582340591,0.00340884638395955,0.0202716957820437,303478,"rentals","inland","available",NA,0.00129726938492574,0.000728206003031385,-0.000130078657240084,0.00272461742709156,0.0748533362548053,367021,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg",-0.00687788498605498,0.0148661557389441,-0.0360702213986601,0.0223144514265502,0.643769721685482,15630,"sales","bathing","available",NA,-0.00687788498605498,0.0148661557389441,-0.0360702213986601,0.0223144514265502,0.643769721685482,15630,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg:post",-0.00098102830518402,0.0148510758449166,-0.0301437526682958,0.0281816960579277,0.94735249590984,15630,"sales","bathing","available",NA,-0.00098102830518402,0.0148510758449166,-0.0301437526682958,0.0281816960579277,0.94735249590984,15630,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg",0.0017558493948731,0.010207652454178,-0.0182684854924072,0.0217801842821534,0.863452695905604,34444,"sales","coastal","available",NA,-0.0137841666068211,0.0157552158175898,-0.0447378610835387,0.0171695278698965,0.382045875384276,12624,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg:post",0.00332692376794676,0.0105089119987399,-0.0172883914681823,0.0239422390040758,0.751609682948404,34444,"sales","coastal","available",NA,0.0107911477634328,0.0212205662931578,-0.0309001202754346,0.0524824158023001,0.611308191662729,12624,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg",0.00464748369746572,0.00490577680030229,-0.00496988403634315,0.0142648514312746,0.343504564158447,125201,"sales","inland","available",NA,0.00473584383187416,0.00454331376917336,-0.00417065707276131,0.0136423447365096,0.297278487202191,147025,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg:post",0.00316713469049585,0.00548343437527924,-0.00758268271416457,0.0139169520951563,0.563570974228259,125201,"sales","inland","available",NA,0.00377921194344092,0.00502639402814926,-0.00607429702230922,0.0136327209091911,0.452156245497838,147025,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg",-0.00508204562169995,0.0201634320824114,-0.0447489106947187,0.0345848194513188,0.801166891894114,2715,"rentals","bathing","available",NA,-0.00508204562169995,0.0201634320824114,-0.0447489106947187,0.0345848194513188,0.801166891894114,2715,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg:post",0.00609609888674948,0.0149204759466765,-0.0232564688598053,0.0354486666333042,0.683121529351393,2715,"rentals","bathing","available",NA,0.00609609888674948,0.0149204759466765,-0.0232564688598053,0.0354486666333042,0.683121529351393,2715,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg",0.00369652980062304,0.00667017906037854,-0.0093975518031174,0.0167906114043635,0.579612922680154,8621,"rentals","coastal","available",NA,-0.00879705549919556,0.0194122260883583,-0.0470229424846328,0.0294288314862416,0.650805118934291,2168,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg:post",0.000630236438825757,0.00687866004524288,-0.0128731095945396,0.0141335824721911,0.927022437710362,8621,"rentals","coastal","available",NA,0.000551170135194117,0.0138530495493839,-0.0267277778879789,0.0278301181583671,0.968293658129786,2168,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg",-0.00367070295528151,0.00334529516050734,-0.0102301703610944,0.0028887644505314,0.272615439038574,30955,"rentals","inland","available",NA,-0.00242229287650293,0.00308027546965862,-0.00846172031493938,0.00361713456193353,0.431696021701012,37405,"available",NA
"did_trends_prior_salience_groups","spill_count_weekly_avg:post",0.00805758576249447,0.0033404973918874,0.00150752583954125,0.0146076456854477,0.0159246339553045,30955,"rentals","inland","available",NA,0.00685631035225487,0.00316141960444025,0.000657785417865343,0.0130548352866444,0.0301727787510204,37405,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg",-0.00169839328573791,0.0185120968603536,-0.0380501824597532,0.0346533958882774,0.926929310581177,15630,"sales","bathing","available",NA,-0.00169839328573791,0.0185120968603536,-0.0380501824597532,0.0346533958882774,0.926929310581177,15630,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg:log_cumulative_articles",-0.00150088516764513,0.00334544291419496,-0.00807025634303964,0.00506848600774938,0.653846321778802,15630,"sales","bathing","available",NA,-0.00150088516764513,0.00334544291419496,-0.00807025634303964,0.00506848600774938,0.653846321778802,15630,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg",0.00647926173074568,0.013686523316164,-0.0203695683558688,0.0333280918173602,0.636000097205406,34444,"sales","coastal","available",NA,-0.0158318347772225,0.0200688823648269,-0.0552604316560095,0.0235967621015646,0.430554662616305,12624,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg:log_cumulative_articles",-0.00120593648741543,0.00280142097245368,-0.00670147936218313,0.00428960638735227,0.666919259237694,34444,"sales","coastal","available",NA,0.00132309056796219,0.00479313870411112,-0.00809381318945535,0.0107399943253797,0.782631237789748,12624,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg",0.00896190858589622,0.00562136556427928,-0.00205831145234776,0.0199821286241402,0.110938519679827,125201,"sales","inland","available",NA,0.00909772588772857,0.00542010402079309,-0.00152759382757591,0.019723045603033,0.0932978932506667,147025,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg:log_cumulative_articles",-0.00103648568004691,0.00151671165938454,-0.00400987284547151,0.00193690148537769,0.49439894650818,125201,"sales","inland","available",NA,-0.00102701339642118,0.00139774743561777,-0.00376709242953771,0.00171306563669536,0.462511996663857,147025,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg",-0.00899467030171293,0.0264845507492052,-0.061096866832265,0.0431075262288391,0.734361771808407,2715,"rentals","bathing","available",NA,-0.00899467030171293,0.0264845507492052,-0.061096866832265,0.0431075262288391,0.734361771808407,2715,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg:log_cumulative_articles",0.00157594651074635,0.00464511282311388,-0.00756223308339799,0.0107141261048907,0.734624935753357,2715,"rentals","bathing","available",NA,0.00157594651074635,0.00464511282311388,-0.00756223308339799,0.0107141261048907,0.734624935753357,2715,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg",0.00933114317181781,0.00659251121282997,-0.00361047039102266,0.0222727567346583,0.157354704090989,8621,"rentals","coastal","available",NA,0.000212221805903107,0.0257123751399591,-0.0504197016918704,0.0508441453036766,0.99342094193319,2168,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg:log_cumulative_articles",-0.0018355120440898,0.0017941650628222,-0.00535759796270092,0.00168657387452132,0.306610696231227,8621,"rentals","coastal","available",NA,-0.00221831278111378,0.00385131523683153,-0.00980219009216072,0.00536556452993317,0.565123192559108,2168,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg",-0.0127985639710861,0.00388501239924941,-0.0204163109803488,-0.00518081696182347,0.00099868883370796,30955,"rentals","inland","available",NA,-0.00873326241392727,0.00361650276795025,-0.0158240587609049,-0.00164246606694965,0.0157959172589474,37405,"available",NA
"did_articles_prior_salience_groups","spill_count_weekly_avg:log_cumulative_articles",0.00310576352027321,0.00104163699699807,0.00106331775609692,0.00514820928444951,0.00289178022502125,30955,"rentals","inland","available",NA,0.00224051884343568,0.000985473339282286,0.000308323238291099,0.00417271444858026,0.0230568009855633,37405,"available",NA
"hedonic_count_continuous_prior_salience_groups","spill_count_weekly_avg",-0.023755210662463,0.0124317763283794,-0.0481230449318251,0.000612623606899038,0.0560437412657784,15384,"sales","bathing","available",NA,-0.023755210662463,0.0124317763283794,-0.0481230449318251,0.000612623606899038,0.0560437412657784,15384,"available",NA
"hedonic_count_continuous_prior_salience_groups","spill_count_weekly_avg",-0.00745534220314811,0.00725710397077967,-0.0216795259648562,0.00676884155856001,0.304279009038641,34399,"sales","coastal","available",NA,-0.0204773541444639,0.0128039495345362,-0.0455751475316645,0.00462043924273658,0.109780139228072,12600,"available",NA
"hedonic_count_continuous_prior_salience_groups","spill_count_weekly_avg",-0.00788209360688054,0.0033691770552048,-0.014485625898296,-0.00127856131546505,0.0193126773361202,125247,"sales","inland","available",NA,-0.00720889726464391,0.00314969123908021,-0.0133822316676383,-0.00103556286164952,0.0220945894696709,147049,"available",NA
"hedonic_count_continuous_prior_salience_groups","spill_count_weekly_avg",-0.0213836382215573,0.0143179103203299,-0.049460718555888,0.00669344211277338,0.135443824074617,2674,"rentals","bathing","available",NA,-0.0213836382215573,0.0143179103203299,-0.049460718555888,0.00669344211277338,0.135443824074617,2674,"available",NA
"hedonic_count_continuous_prior_salience_groups","spill_count_weekly_avg",-0.0165468059363951,0.00595291192217027,-0.028216098838573,-0.00487751303421718,0.00545528723523782,8617,"rentals","coastal","available",NA,-0.0186728163866126,0.0162133245206828,-0.0504706045694948,0.0131249717962695,0.249591031726538,2166,"available",NA
"hedonic_count_continuous_prior_salience_groups","spill_count_weekly_avg",-0.0243951292838231,0.00227515350948602,-0.0288545401399902,-0.019935718427656,9.00089435473608e-27,30958,"rentals","inland","available",NA,-0.0234594928294777,0.0021444777491636,-0.0276627412897167,-0.0192562443692387,8.30103679038756e-28,37407,"available",NA
